iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.831661828052,0.829401678096,0.84013901113,0.139984532096,0.151234567901,0.137085137085,0.01678486
100,0.813159829388,0.812087639957,0.822809531805,0.160092807425,0.163580246914,0.151515151515,1.336152226
200,0.808272433608,0.804240414642,0.81664465344,0.162412993039,0.16975308642,0.155844155844,2.610976366
300,0.759080051421,0.756002671827,0.745312963127,0.204176334107,0.212962962963,0.225108225108,3.923691306
400,0.734006893269,0.738307223533,0.726444649564,0.221191028616,0.228395061728,0.23088023088,5.228172103
500,0.728530422725,0.735823650314,0.722992674383,0.22351121423,0.228395061728,0.23088023088,6.731799405
600,0.724328204108,0.73479281562,0.720896450084,0.22660479505,0.231481481481,0.23088023088,8.234049114
700,0.722469055842,0.733016326578,0.719300638886,0.228924980665,0.231481481481,0.233766233766,9.710057804
800,0.717027925567,0.735799208021,0.716248370345,0.238205723125,0.231481481481,0.238095238095,11.176475432
900,0.715170661749,0.734020498623,0.714976301963,0.238205723125,0.231481481481,0.238095238095,12.695964009
1000,0.712731858802,0.728495546514,0.710064197892,0.238205723125,0.231481481481,0.240981240981,14.157230732
1100,0.711899149321,0.729315683825,0.707981736954,0.238205723125,0.231481481481,0.243867243867,15.64502232
1200,0.709859829318,0.729473468712,0.706454238738,0.238205723125,0.231481481481,0.243867243867,17.145099356
1300,0.709626573452,0.729630118396,0.705903892994,0.238205723125,0.231481481481,0.24531024531,18.683926149
1400,0.709593619159,0.729581665064,0.705883906501,0.238205723125,0.231481481481,0.24531024531,20.211292463
1500,0.709009806622,0.728771013105,0.704677420815,0.238205723125,0.231481481481,0.24531024531,21.734581436
1600,0.705854971153,0.718816159547,0.706091369262,0.242846094354,0.237654320988,0.243867243867,23.180729848
1700,0.704981239064,0.72023343261,0.70750943609,0.242846094354,0.234567901235,0.243867243867,24.605728633
1800,0.703259857204,0.718936596499,0.70688430576,0.242072699149,0.234567901235,0.242424242424,26.08600731
1900,0.701066735323,0.717702440416,0.704643416705,0.242846094354,0.237654320988,0.242424242424,27.592548213
2000,0.700195315894,0.717511260522,0.703103449097,0.243619489559,0.234567901235,0.243867243867,29.043435183
2100,0.699761469602,0.717757874898,0.702943582463,0.242846094354,0.234567901235,0.243867243867,30.486332509
2200,0.697592956799,0.717983193461,0.700883107003,0.245166279969,0.237654320988,0.243867243867,31.915174612
2300,0.687820186696,0.701478418128,0.702913864855,0.265274555298,0.262345679012,0.251082251082,33.368175499
2400,0.686295971407,0.701312134885,0.701080942295,0.264501160093,0.259259259259,0.252525252525,34.8524559
2500,0.684392738195,0.692330252341,0.695069387877,0.266821345708,0.271604938272,0.256854256854,36.31218075
2600,0.683831021337,0.69476122336,0.696180802772,0.265274555298,0.268518518519,0.253968253968,37.752852503
2700,0.680315025607,0.688585613232,0.692247944623,0.263727764888,0.268518518519,0.255411255411,39.196859154
2800,0.67706806542,0.691291379109,0.690808604771,0.262954369683,0.265432098765,0.253968253968,40.669193655
2900,0.673689314292,0.68505390352,0.687215124456,0.265274555298,0.262345679012,0.252525252525,42.20203101
3000,0.672471455622,0.683745102845,0.68720692596,0.266047950503,0.265432098765,0.253968253968,43.727218012
3100,0.672136966424,0.682914884849,0.687088799744,0.265274555298,0.265432098765,0.253968253968,45.205327076
3200,0.67065291775,0.683326707888,0.683551860864,0.266047950503,0.265432098765,0.25974025974,46.69954549
3300,0.670389463882,0.683677521444,0.683035319925,0.266047950503,0.265432098765,0.25974025974,48.232815393
3400,0.669902531742,0.681989467197,0.683234204475,0.266047950503,0.265432098765,0.261183261183,49.700812205
3500,0.669601473756,0.6839776934,0.68386168265,0.266047950503,0.265432098765,0.261183261183,51.224724567
3600,0.66887483053,0.68215351603,0.683151186269,0.266047950503,0.265432098765,0.261183261183,52.659167495
3700,0.668009322261,0.677068423092,0.682258047415,0.267594740913,0.271604938272,0.264069264069,54.11798407
3800,0.665556707921,0.675722728058,0.682047376089,0.268368136118,0.271604938272,0.261183261183,55.585499791
3900,0.665015283759,0.674046918217,0.681620760757,0.269141531323,0.277777777778,0.261183261183,57.0811543
4000,0.662576062482,0.675850677189,0.678080765933,0.269914926527,0.271604938272,0.264069264069,58.617787465
4100,0.662461320235,0.675576769857,0.678197590175,0.269914926527,0.271604938272,0.264069264069,60.166961044
4200,0.65895837578,0.664040189787,0.666880741831,0.278422273782,0.287037037037,0.279942279942,61.624560989
4300,0.657591685441,0.663794687102,0.6663862826,0.279195668987,0.287037037037,0.282828282828,63.087735705
4400,0.657150652728,0.66300294862,0.666309428765,0.279195668987,0.287037037037,0.281385281385,64.603864345
4500,0.656078274717,0.665296044877,0.664926004515,0.279195668987,0.287037037037,0.279942279942,66.115220185
4600,0.653511414274,0.663589394588,0.665497206164,0.279969064192,0.287037037037,0.279942279942,67.596801339
4700,0.652208731387,0.661251702386,0.663780511013,0.279969064192,0.287037037037,0.279942279942,69.045625241
4800,0.64956779122,0.65596139857,0.660861174078,0.281515854602,0.29012345679,0.279942279942,70.493699014
4900,0.647075578901,0.643260302863,0.656465951791,0.283836040217,0.302469135802,0.284271284271,71.802488624
5000,0.646848097314,0.643370976977,0.656313731443,0.283836040217,0.302469135802,0.284271284271,73.264354461
5100,0.646574296529,0.642597803069,0.653925432602,0.283836040217,0.302469135802,0.2886002886,74.625750288
5200,0.645359266177,0.64217406335,0.652311861132,0.285382830626,0.302469135802,0.2886002886,75.983018946
5300,0.644972264654,0.641866837128,0.652017544686,0.284609435422,0.302469135802,0.291486291486,77.439776032
5400,0.644753457365,0.64170064371,0.65204764812,0.284609435422,0.302469135802,0.291486291486,78.881538974
5500,0.644229292954,0.641127873235,0.651668123709,0.284609435422,0.302469135802,0.291486291486,80.342236716
5600,0.643765651823,0.640725596551,0.651487647967,0.285382830626,0.305555555556,0.291486291486,81.792270607
5700,0.643374621323,0.640502369598,0.651897550819,0.285382830626,0.302469135802,0.290043290043,83.254329597
5800,0.643147312898,0.640100777993,0.652089425057,0.287703016241,0.305555555556,0.291486291486,84.716468296
5900,0.64306348967,0.640109520499,0.650643186294,0.287703016241,0.305555555556,0.292929292929,86.255590683
6000,0.642857954714,0.639795324514,0.651131436121,0.287703016241,0.305555555556,0.292929292929,87.700585305
6100,0.6421211257,0.639633976967,0.650938994981,0.287703016241,0.305555555556,0.292929292929,89.189358736
6200,0.641836238516,0.640043502604,0.650601520016,0.287703016241,0.305555555556,0.292929292929,90.602781567
6300,0.641607603743,0.639429061704,0.650825913116,0.287703016241,0.305555555556,0.292929292929,92.056501397
6400,0.641253734685,0.639760505153,0.650400493358,0.287703016241,0.305555555556,0.292929292929,93.476626982
6500,0.64094848077,0.639792873906,0.650315928812,0.288476411446,0.305555555556,0.292929292929,94.902527634
6600,0.640686599326,0.640504538105,0.650408422087,0.289249806651,0.305555555556,0.292929292929,96.339963108
6700,0.640362539396,0.64099683304,0.651325505829,0.289249806651,0.305555555556,0.292929292929,97.695663563
6800,0.63988940803,0.640238191539,0.65101607472,0.288476411446,0.305555555556,0.292929292929,99.146450637
6900,0.639561573965,0.638175512202,0.648924079704,0.289249806651,0.308641975309,0.294372294372,100.541338255
7000,0.639124591653,0.636066231001,0.649276866869,0.289249806651,0.311728395062,0.294372294372,101.934111689
7100,0.638835353137,0.63581280095,0.648892258293,0.289249806651,0.311728395062,0.294372294372,103.347828588
7200,0.63862720237,0.63572532734,0.648745896074,0.289249806651,0.311728395062,0.294372294372,104.86524234
7300,0.63700519677,0.634966432987,0.647832826276,0.291569992266,0.311728395062,0.295815295815,106.334067187
7400,0.636714233206,0.634059410171,0.647634575886,0.291569992266,0.311728395062,0.295815295815,107.802966124
7500,0.635744495604,0.63369944161,0.646975328608,0.291569992266,0.311728395062,0.298701298701,109.268476257
7600,0.635311257274,0.634119996311,0.646897874574,0.291569992266,0.311728395062,0.298701298701,110.683921031
7700,0.634859214158,0.634488279142,0.646184193855,0.293116782676,0.311728395062,0.298701298701,112.098459584
7800,0.634367729647,0.634516305443,0.645819595702,0.293116782676,0.311728395062,0.298701298701,113.562244148
7900,0.633410265274,0.633819480655,0.645284866362,0.294663573086,0.311728395062,0.298701298701,114.893516793
8000,0.633376202928,0.633822988264,0.6452092295,0.294663573086,0.311728395062,0.298701298701,116.272140996
8100,0.632058251138,0.632408013248,0.645280663211,0.296210363496,0.311728395062,0.297258297258,117.647000316
8200,0.631731082424,0.632416525343,0.644899626249,0.296983758701,0.311728395062,0.295815295815,119.116796534
8300,0.630224951202,0.630102978652,0.643014964104,0.297757153906,0.311728395062,0.298701298701,120.575981786
8400,0.630097744069,0.63048183425,0.643157343043,0.297757153906,0.311728395062,0.298701298701,122.029160747
8500,0.63001130109,0.630758587938,0.643019714987,0.296983758701,0.311728395062,0.297258297258,123.527533404
8600,0.629840898472,0.630921409428,0.64302626465,0.296983758701,0.311728395062,0.298701298701,124.982666594
8700,0.629740397018,0.630837421916,0.642896379087,0.296983758701,0.311728395062,0.298701298701,126.358655947
8800,0.629731175652,0.630830708131,0.642888807514,0.296983758701,0.311728395062,0.298701298701,127.785439065
8900,0.629560050107,0.630810411912,0.642514449688,0.296983758701,0.311728395062,0.298701298701,129.191376335
9000,0.629272019084,0.628573309228,0.640549936962,0.296983758701,0.311728395062,0.298701298701,130.511367095
9100,0.629190171722,0.628265977146,0.640100524993,0.296983758701,0.311728395062,0.297258297258,131.966864107
9200,0.629103483466,0.628394882117,0.640158257499,0.296983758701,0.311728395062,0.297258297258,133.303909774
9300,0.628664030052,0.628428880112,0.640314993458,0.296983758701,0.311728395062,0.297258297258,134.665147957
9400,0.628395301443,0.628145833671,0.640650013236,0.296983758701,0.311728395062,0.297258297258,136.052060992
9500,0.628083450023,0.629104255806,0.640341784572,0.298530549111,0.311728395062,0.297258297258,137.505054472
9600,0.627783397676,0.629037548465,0.640056368994,0.298530549111,0.311728395062,0.297258297258,138.918868709
9700,0.627722698632,0.628741034379,0.639725150781,0.298530549111,0.311728395062,0.297258297258,140.244145537
9800,0.627448336183,0.62885963937,0.639641508761,0.298530549111,0.311728395062,0.297258297258,141.681520721
9900,0.627355233251,0.628837223478,0.639579010692,0.298530549111,0.311728395062,0.298701298701,143.019759016
10000,0.627083110235,0.629623591058,0.639604847556,0.297757153906,0.311728395062,0.297258297258,144.503756338
10100,0.626876219546,0.62949816292,0.638792228423,0.297757153906,0.311728395062,0.297258297258,145.938320892
10200,0.626621448896,0.629153324775,0.638545183163,0.298530549111,0.311728395062,0.298701298701,147.386140979
10300,0.62652082608,0.628992284915,0.638773343495,0.298530549111,0.311728395062,0.298701298701,148.843880418
10400,0.626287098053,0.62802195229,0.638313261979,0.298530549111,0.311728395062,0.298701298701,150.263253837
10500,0.626260051507,0.627659447497,0.638127962005,0.298530549111,0.311728395062,0.298701298701,151.579728301
10600,0.62620722313,0.627792483021,0.638324855306,0.298530549111,0.311728395062,0.298701298701,153.090180998
10700,0.625956947754,0.627988986483,0.638666089749,0.298530549111,0.311728395062,0.298701298701,154.499628924
10800,0.625895304187,0.628171996247,0.638957848073,0.298530549111,0.311728395062,0.298701298701,155.914441101
10900,0.625873148022,0.628069890376,0.639083587852,0.298530549111,0.311728395062,0.298701298701,157.354186963
