iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.858530309033,0.842672265056,0.864944596353,0.140757927301,0.157407407407,0.134199134199,0.092804076
10,0.472379215261,0.453046464482,0.452108381666,0.525908739366,0.546296296296,0.544011544012,0.54649146
20,0.248779060917,0.273478615037,0.274304830657,0.747099767981,0.725308641975,0.721500721501,0.962438521
30,0.133199603416,0.173675779552,0.158850813677,0.857695282289,0.817901234568,0.832611832612,1.428799178
40,0.0923419867294,0.159608700094,0.119239611391,0.898685228152,0.833333333333,0.875901875902,1.860675465
50,0.0616275054774,0.133277125615,0.104185207674,0.930394431555,0.864197530864,0.890331890332,2.27145245
60,0.0597354169918,0.119304244475,0.0926947290148,0.938128383604,0.867283950617,0.906204906205,2.716683913
70,0.0497594607589,0.115293271256,0.0815613245593,0.941995359629,0.873456790123,0.914862914863,3.134161865
80,0.0498163276065,0.121699198261,0.0845146033481,0.941995359629,0.87037037037,0.914862914863,3.604949384
90,0.0484089902092,0.121014299338,0.0854422122767,0.947409126063,0.876543209877,0.910533910534,4.040174113
100,0.0487486298263,0.116848007108,0.0826165754714,0.946635730858,0.882716049383,0.911976911977,4.540021457
110,0.0493383565469,0.110231434431,0.0883558207397,0.942768754834,0.888888888889,0.909090909091,5.064572288
120,0.0437405411575,0.10665643217,0.0910616149975,0.948955916473,0.888888888889,0.904761904762,5.55297194
130,0.0412445715203,0.108204529473,0.087266443035,0.951276102088,0.888888888889,0.911976911977,6.060549106
140,0.0365564022537,0.111211958557,0.0848761632307,0.958236658933,0.885802469136,0.910533910534,6.521827577
150,0.0334628516991,0.10472393325,0.0860738598117,0.958236658933,0.891975308642,0.910533910534,7.019823394
160,0.0299712378219,0.104782702497,0.0885327321571,0.963650425367,0.891975308642,0.910533910534,7.54691915
170,0.0270580685208,0.11087168591,0.0854472492658,0.967517401392,0.885802469136,0.91341991342,8.028250442
180,0.0255198207328,0.107397622319,0.0816411792749,0.969837587007,0.885802469136,0.91341991342,8.53322673
190,0.0234884963169,0.112737046146,0.079355028368,0.971384377417,0.87962962963,0.919191919192,9.044952526
200,0.0193700384209,0.110203835842,0.0835020648393,0.979118329466,0.885802469136,0.909090909091,9.57942374
210,0.0187894357977,0.107250974545,0.0829355919619,0.976798143852,0.885802469136,0.909090909091,10.113958058
220,0.0236140463353,0.109007718766,0.083263302858,0.971384377417,0.885802469136,0.910533910534,10.621630777
230,0.0225966249096,0.113203177826,0.0854191121271,0.971384377417,0.885802469136,0.907647907648,11.142531948
240,0.0194464383604,0.115289337891,0.0798374786304,0.976798143852,0.87962962963,0.91341991342,11.620318842
250,0.0174019602417,0.11731940532,0.0846856375661,0.980665119876,0.876543209877,0.909090909091,12.1184166
260,0.0216792972577,0.111909291044,0.0830732134403,0.976798143852,0.885802469136,0.911976911977,12.582937485
270,0.0168863873924,0.109792765101,0.0861866060345,0.982211910286,0.885802469136,0.909090909091,13.086943169
280,0.014445863531,0.114838636741,0.0859825314999,0.982211910286,0.87962962963,0.909090909091,13.588565654
290,0.0150517709612,0.110551210783,0.0859172640533,0.982985305491,0.87962962963,0.909090909091,14.087843005
300,0.0157432719167,0.107658243326,0.0877565335749,0.982211910286,0.888888888889,0.909090909091,14.59455534
310,0.0175284375694,0.103540324798,0.0865854454357,0.979118329466,0.888888888889,0.910533910534,15.092009263
320,0.0305309257643,0.103378274369,0.0895050542692,0.961330239753,0.895061728395,0.909090909091,15.579963086
330,0.0282891958341,0.118294297823,0.0947606959859,0.967517401392,0.873456790123,0.897546897547,16.087018029
340,0.0256452891724,0.118399961711,0.0954321877023,0.969064191802,0.867283950617,0.903318903319,16.588199538
350,0.0228052619845,0.115922315046,0.0978208690871,0.969064191802,0.87962962963,0.897546897547,17.095723819
360,0.0160353931709,0.112344376648,0.0958195609224,0.979891724671,0.885802469136,0.89898989899,17.619310179
370,0.0165820534979,0.121351291241,0.100107589889,0.979891724671,0.876543209877,0.896103896104,18.121020805
380,0.0146570146792,0.111688153384,0.0966460806685,0.982985305491,0.882716049383,0.900432900433,18.632768316
390,0.0170915237993,0.108806182553,0.0970128549937,0.978344934261,0.885802469136,0.900432900433,19.12217996
400,0.0147154290317,0.106013620523,0.0984164729117,0.980665119876,0.885802469136,0.89898989899,19.63204094
410,0.0142433383745,0.107091563027,0.0966841187144,0.985305491106,0.882716049383,0.901875901876,20.088711413
420,0.0156720202464,0.112586801858,0.0960701728152,0.981438515081,0.87962962963,0.904761904762,20.562712727
430,0.0127888087917,0.108444750678,0.101370349572,0.985305491106,0.882716049383,0.89898989899,21.061024328
440,0.0113481257594,0.114831172191,0.0977040869964,0.986078886311,0.876543209877,0.901875901876,21.554761908
450,0.0140524073295,0.125925463358,0.100947453853,0.983758700696,0.87037037037,0.89898989899,22.07117746
460,0.0112749394888,0.119427189933,0.0965197895181,0.987625676721,0.876543209877,0.901875901876,22.550839387
470,0.011938972925,0.120436797244,0.100469564358,0.985305491106,0.873456790123,0.897546897547,23.060180703
480,0.0129056742883,0.119899148804,0.0989530334441,0.983758700696,0.873456790123,0.900432900433,23.550516193
490,0.0137814063114,0.1089263429,0.0946722707665,0.982985305491,0.888888888889,0.906204906205,24.048470364
500,0.0118257438939,0.108903818805,0.0981465786792,0.986078886311,0.888888888889,0.900432900433,24.533454894
510,0.0115688081117,0.11622651015,0.100585659678,0.985305491106,0.882716049383,0.896103896104,25.067934794
520,0.0112380316803,0.118888675117,0.102975518468,0.986852281516,0.87962962963,0.894660894661,25.547620736
530,0.0101763294684,0.121315711333,0.108057410666,0.986852281516,0.876543209877,0.888888888889,26.063049076
540,0.00967195951836,0.129933398731,0.104995848692,0.987625676721,0.864197530864,0.894660894661,26.525313479
550,0.0108328446013,0.125908216149,0.104643652873,0.986078886311,0.87037037037,0.894660894661,27.016937401
560,0.0121308768019,0.113020244976,0.0966576810423,0.985305491106,0.882716049383,0.901875901876,27.514114634
570,0.0132240368993,0.109864975217,0.0992685188423,0.982211910286,0.885802469136,0.89898989899,28.012070084
580,0.00980132890263,0.109281829863,0.100786632534,0.987625676721,0.885802469136,0.894660894661,28.512308072
590,0.0126078520623,0.113417759427,0.102304880881,0.983758700696,0.885802469136,0.897546897547,28.9883814
600,0.00950370957814,0.10773526723,0.103713028158,0.988399071926,0.888888888889,0.896103896104,29.482075037
610,0.0094358263744,0.110178303727,0.101509057433,0.987625676721,0.885802469136,0.896103896104,29.994411194
620,0.00761506101319,0.118525055298,0.0992752177733,0.989172467131,0.873456790123,0.897546897547,30.511820341
630,0.00740621069941,0.121953169565,0.0991336202801,0.990719257541,0.873456790123,0.89898989899,31.034489494
640,0.00866650947907,0.135041682588,0.0966297440642,0.989172467131,0.861111111111,0.901875901876,31.54588775
650,0.00785441011895,0.128484447437,0.0948968041338,0.988399071926,0.867283950617,0.903318903319,32.019584772
660,0.00811063967907,0.126946354222,0.0965890305111,0.989172467131,0.867283950617,0.901875901876,32.512521398
670,0.00919237626399,0.124499790104,0.102863576698,0.990719257541,0.87037037037,0.894660894661,33.009185607
680,0.00934851667125,0.123103639721,0.10892290329,0.989945862336,0.873456790123,0.886002886003,33.51633866
690,0.0093992719314,0.131847459093,0.104011067035,0.991492652746,0.864197530864,0.890331890332,33.981939239
700,0.00725302532307,0.130133431337,0.104247135532,0.993039443155,0.867283950617,0.893217893218,34.482317234
710,0.00872674049193,0.126549167828,0.103653077376,0.991492652746,0.87037037037,0.894660894661,34.983737116
720,0.00678530879956,0.128358919225,0.104296456999,0.99381283836,0.867283950617,0.896103896104,35.511260818
730,0.00632932829166,0.121959465044,0.100667918074,0.99381283836,0.873456790123,0.89898989899,35.976060185
740,0.00611212055801,0.126746740443,0.0997195571315,0.994586233565,0.87037037037,0.89898989899,36.464485126
750,0.00658212992272,0.129975916241,0.103586190294,0.993039443155,0.867283950617,0.893217893218,36.946090813
760,0.00488864559715,0.126411947313,0.0998354913377,0.994586233565,0.87037037037,0.897546897547,37.399003043
770,0.00384106927789,0.126517298804,0.102221543564,0.996133023975,0.87037037037,0.894660894661,37.887086653
780,0.00376130731224,0.116879944999,0.10250017295,0.996133023975,0.87962962963,0.894660894661,38.372649866
790,0.00510423329579,0.125717946717,0.106755819674,0.994586233565,0.87037037037,0.891774891775,38.85933825
800,0.00422546318398,0.127284476017,0.108044981181,0.996133023975,0.867283950617,0.890331890332,39.370937577
810,0.00410717328316,0.12538814684,0.105778640532,0.996133023975,0.87037037037,0.893217893218,39.874212563
820,0.00714266731581,0.12060046397,0.10801069245,0.99381283836,0.876543209877,0.888888888889,40.336879106
830,0.0041775028358,0.121672728806,0.109293803022,0.99690641918,0.87962962963,0.887445887446,40.832136338
840,0.0059917847017,0.131158939292,0.112419812691,0.993039443155,0.864197530864,0.886002886003,41.365277221
850,0.00518130017401,0.136186223727,0.111477694741,0.994586233565,0.864197530864,0.887445887446,41.908092963
860,0.00650917530978,0.132843103466,0.108635903083,0.99381283836,0.864197530864,0.888888888889,42.407168988
870,0.00721188398312,0.142625278801,0.107961320786,0.993039443155,0.854938271605,0.886002886003,42.873230726
880,0.00457796753967,0.147448988965,0.104550014387,0.996133023975,0.851851851852,0.891774891775,43.372062504
890,0.0076329112383,0.146398872029,0.113182232012,0.993039443155,0.851851851852,0.883116883117,43.889913392
900,0.00897324731324,0.136182161464,0.111404590056,0.991492652746,0.861111111111,0.881673881674,44.362257602
910,0.00817589270884,0.142567958333,0.109021628915,0.992266047951,0.854938271605,0.886002886003,44.871330401
920,0.00570389422832,0.143355808676,0.102228224415,0.994586233565,0.854938271605,0.893217893218,45.31484651
930,0.00799552357455,0.132236070721,0.108109088111,0.992266047951,0.867283950617,0.888888888889,45.816616922
940,0.00486634617962,0.132077785168,0.105217807077,0.996133023975,0.864197530864,0.891774891775,46.319639739
950,0.00929010514144,0.130425642846,0.107350815702,0.990719257541,0.864197530864,0.888888888889,46.821592568
960,0.00393809329446,0.132603064588,0.11083352106,0.996133023975,0.864197530864,0.886002886003,47.325513173
970,0.00395706894201,0.134066850443,0.111044593928,0.99690641918,0.861111111111,0.88455988456,47.801491458
